"date","trips","total_time","avg_time","member_percent","casual_percent","ebike_percent","regular_percent"
"07-02",82279,1328816.61155056,16.150130793405,69.6556837103028,30.3443162896972,49.1510592010112,50.8489407989888
"07-03",96046,1466798.2806169,15.27183100407,74.1873685525686,25.8126314474314,51.3202007371468,48.6797992628532
"07-04",82545,1411700.08055045,17.1021876618869,69.0847416560664,30.9152583439336,52.3956629717124,47.6043370282876
"07-05",114844,1569052.43180018,13.6624676239086,80.3463829194385,19.6536170805615,51.5716972588903,48.4283027411097
"07-06",121899,1655706.06338235,13.5826057915351,80.4600529946923,19.5399470053077,50.1784264021854,49.8215735978146
"07-07",121972,1678840.99141675,13.764150718335,78.1933558521628,21.8066441478372,50.8149411340308,49.1850588659692
"07-08",115433,1775391.16798304,15.3802739942914,71.2084066081623,28.7915933918377,46.8236985957222,53.1763014042778
"07-09",87886,1299462.81848312,14.7857772396413,73.8479393760098,26.1520606239902,45.4429601984389,54.5570398015611
"07-10",122683,1651899.67463406,13.4647805697128,81.1228939624887,18.8771060375113,46.9298924871417,53.0701075128583
"07-11",132806,1783088.69696593,13.4262661097085,81.4707166844871,18.5292833155129,45.0070026956613,54.9929973043387
"07-12",132644,1724142.56520005,12.9982702964329,81.6591779500015,18.3408220499985,43.9959591085914,56.0040408914086
"07-13",130762,1739958.79794942,13.3063030387226,81.0984842691302,18.9015157308698,45.2440311405454,54.7559688594546
"07-14",105761,1380326.98865091,13.0513798909891,79.761916018192,20.238083981808,49.2648518830193,50.7351481169807
"07-15",109158,1691135.69933297,15.4925493260498,70.6947727147804,29.3052272852196,48.2163469466278,51.7836530533722
"07-16",64586,893486.892999479,13.8340645495848,75.4823026662125,24.5176973337875,51.6799306351222,48.3200693648778
"07-17",124097,1690342.32909932,13.621137731769,80.4983198626881,19.5016801373119,48.2195379420937,51.7804620579063
"07-18",121870,1564046.5788329,12.8337292100839,82.5494379256585,17.4505620743415,47.6056453598096,52.3943546401904
"07-19",131269,1711980.66165048,13.0417742319244,81.9957491867844,18.0042508132156,48.3061499668619,51.6938500331381
"07-20",138662,1861950.61230118,13.4279803572803,80.1834677128557,19.8165322871443,48.1826311462405,51.8173688537595
"07-21",124158,1726683.2059327,13.9071441705949,77.4271492775335,22.5728507224665,50.6121232622948,49.3878767377052
"07-22",132039,2170614.76304943,16.4391942005728,68.6471421322488,31.3528578677512,46.0735085845849,53.9264914154151
"07-23",121735,1988348.97546546,16.3334207538132,69.3333880970961,30.6666119029039,45.9900603770485,54.0099396229515
"07-24",124999,1700350.00973292,13.6029089011346,79.9910399283194,20.0089600716806,46.8555748445988,53.1444251554012
"07-25",111058,1394262.49331597,12.5543634255612,82.6982297538223,17.3017702461777,48.6106358839525,51.3893641160475
"07-26",142166,1910147.64526749,13.436037064189,80.5431678460391,19.4568321539609,48.2548569981571,51.7451430018429
"07-27",127622,1639103.22531635,12.843422178906,81.0612590305747,18.9387409694253,50.2969707417216,49.7030292582784
"07-28",124766,1662084.08186713,13.3216107101865,77.8729782152189,22.1270217847811,53.9129249955918,46.0870750044082
"07-29",119267,1822783.70979918,15.2832192458867,70.4796800456119,29.5203199543881,52.0948795559543,47.9051204440457
"07-30",127802,2145331.61716661,16.7863696747046,69.292342842835,30.707657157165,47.3998841958655,52.6001158041345
"07-31",129766,1754373.62058206,13.5195168270739,79.7697393770325,20.2302606229675,48.3285298152058,51.6714701847942
"08-01",141725,1943773.18061718,13.7151044672228,80.6830128770506,19.3169871229494,48.9144469924149,51.0855530075851
"08-02",143857,1958193.27173297,13.6120819406283,80.5000799404965,19.4999200595035,48.3646954962219,51.6353045037781
"08-03",139410,1891089.66701614,13.5649499104522,80.2309733878488,19.7690266121512,47.2720751739473,52.7279248260527
"08-04",127560,1729507.95206732,13.5583878337043,78.359987456883,21.640012543117,49.6887739103167,50.3112260896833
"08-05",137059,2418921.56031631,17.6487611927444,66.8536907463209,33.1463092536791,46.6492532413048,53.3507467586952
"08-06",123155,2047363.25893438,16.6242804509307,69.7811700702367,30.2188299297633,48.9147821850514,51.0852178149486
"08-07",98969,1262640.65691519,12.7579409402456,81.2456425749477,18.7543574250523,52.792288494377,47.207711505623
"08-08",132907,1777968.23158247,13.377536409538,81.6029253538188,18.3970746461812,51.6857652343368,48.3142347656632
"08-09",140710,1926752.25939986,13.6930726984569,81.1164807049961,18.8835192950039,50.8087555966172,49.1912444033828
"08-10",89651,1060021.09903367,11.8238625228237,83.5975058839277,16.4024941160723,53.3569062252513,46.6430937747487
"08-11",135360,1921781.45848259,14.1975580561659,77.4098699763593,22.5901300236407,53.9391252955083,46.0608747044917
"08-12",132005,2361034.87891631,17.8859503724578,67.4625961137836,32.5374038862164,48.6299761372675,51.3700238627325
"08-13",116922,1931017.25638271,16.5154312822457,70.7095328509605,29.2904671490395,51.7002788183575,48.2997211816425
"08-14",123081,1662430.10723418,13.5067972086203,80.3617130182563,19.6382869817437,51.4864195123537,48.5135804876463
"08-15",128808,1707706.46871672,13.2577671318296,82.0779765231973,17.9220234768027,51.7879324265574,48.2120675734426
"08-16",135633,1830841.79689924,13.498498130243,81.2258078786136,18.7741921213864,51.7595275486054,48.2404724513946
"08-17",131527,1745801.05161714,13.273328302304,80.7248701787466,19.2751298212534,50.7431934127594,49.2568065872406
"08-18",127166,1830550.36151673,14.3949669055938,76.8153437239514,23.1846562760486,51.6191434817483,48.3808565182517
"08-19",143340,2697917.6326344,18.8218057250897,66.0108832147342,33.9891167852658,44.3965396958281,55.6034603041719
"08-20",118792,1977472.67910045,16.6465138990877,69.9154825240757,30.0845174759243,47.2422385345815,52.7577614654186
"08-21",121420,1641623.45721732,13.5202063681216,80.4875638280349,19.5124361719651,48.6040191072311,51.3959808927689
"08-22",136111,1844768.03671639,13.5534088847808,81.3270051649022,18.6729948350978,47.5354673758917,52.4645326241083
"08-23",136720,1838071.15326493,13.4440546610953,81.5140433001755,18.4859566998245,47.0925980105325,52.9074019894675
"08-24",100987,1252234.82268251,12.3999606155495,83.1215899076119,16.8784100923881,50.6580054858546,49.3419945141454
"08-25",98154,1270286.88304954,12.9417739781315,79.6544206043564,20.3455793956436,56.2198178372761,43.7801821627239
"08-26",124422,2032046.19661741,16.3318882240873,69.8887656523766,30.1112343476234,51.4507080741348,48.5492919258652
"08-27",124929,2057322.18038238,16.4679312279966,70.5464703951845,29.4535296048155,50.9649480905154,49.0350519094846
"08-28",121316,1632722.95199878,13.4584304790695,81.2547396880873,18.7452603119127,51.754921032675,48.245078967325
"08-29",134291,1767538.20650005,13.1620004803006,81.9265624650944,18.0734375349055,51.7048797015437,48.2951202984563
"08-30",129609,1705736.17166776,13.1606306017924,81.7281207323565,18.2718792676435,51.4956523080959,48.5043476919041
"08-31",137031,1854208.6902837,13.5313081732142,80.6292006918143,19.3707993081857,49.9974458334245,50.0025541665754
"09-01",126814,1829612.90473307,14.4275309093087,75.4758938287571,24.5241061712429,50.2263157064677,49.7736842935323
"09-02",117986,2023144.29318338,17.1473250485934,68.16995236723,31.83004763277,48.526943874697,51.473056125303
"09-03",110654,1903602.26506655,17.2031943270603,67.1281652719287,32.8718347280713,49.8915538525494,50.1084461474506
"09-04",110362,1756274.33208264,15.913759555668,70.6982475852195,29.3017524147805,51.0329642449394,48.9670357550606
"09-05",132287,1693588.10735025,12.802377462262,82.7889361766462,17.2110638233538,49.6677678078723,50.3322321921277
"09-06",140254,1806500.61506567,12.8802074455321,83.2560925178605,16.7439074821395,48.4799007514937,51.5200992485063
"09-07",143654,1837655.51669862,12.7922335382142,82.3450791485096,17.6549208514904,48.6042852966155,51.3957147033845
"09-08",119403,1528281.24260089,12.7993538068634,80.6562649179669,19.3437350820331,52.8278183965227,47.1721816034773
"09-09",124567,1827592.61173301,14.6715631887497,73.0418168535808,26.9581831464192,52.3140157505599,47.6859842494401
"09-10",85432,1202898.88811746,14.0801911241392,75.5360988856634,24.4639011143365,52.5470549676936,47.4529450323064
"09-11",110430,1410752.50940065,12.7750838485978,82.9910350448248,17.0089649551752,51.7033414832926,48.2966585167074
"09-12",155005,2100607.26963246,13.5518678083445,82.4831457049773,17.5168542950227,49.715815618851,50.284184381149
"09-13",143044,1854527.17165091,12.9647323316665,83.6001510024887,16.3998489975113,50.0370515365901,49.9629484634099
"09-14",155215,2045298.8003498,13.1771980823361,82.4185806784138,17.5814193215862,43.7161356827626,56.2838643172374
"09-15",144243,1913342.65626448,13.2647175687171,79.7972865234362,20.2027134765639,51.9602337721761,48.0397662278239
"09-16",142288,2307720.69906718,16.2186600350499,70.7621162712246,29.2378837287754,50.3612391768807,49.6387608231193
"09-17",124157,1996010.09241643,16.0765006597812,71.1035221534025,28.8964778465975,50.0632263988337,49.9367736011663
"09-18",59235,670571.649600181,11.3205309293524,85.3414366506289,14.6585633493711,60,40
"09-19",151180,2026530.86436827,13.4047550229413,82.3501785950523,17.6498214049477,52.8614896150284,47.1385103849716
"09-20",155148,2066375.85974927,13.3187399112415,82.0184597932297,17.9815402067703,51.3941526800217,48.6058473199783
"09-21",152016,2036832.63763257,13.3988043208121,81.1954004841596,18.8045995158404,50.4815282601831,49.5184717398169
"09-22",147693,1978357.40241633,13.395065456158,79.0877021930626,20.9122978069374,52.3464212928169,47.6535787071831
"09-23",35461,418659.937982322,11.8062078898599,80.8465638306872,19.1534361693128,61.0501677899664,38.9498322100336
"09-24",34443,396410.822083259,11.5091839294852,82.3534535319223,17.6465464680777,61.1067560897715,38.8932439102285
"09-25",42673,434065.244817085,10.1718942848426,88.0908302673822,11.9091697326178,61.549457502402,38.450542497598
"09-26",82835,942318.860216362,11.3758539290924,86.8545904508964,13.1454095491036,57.8777086980141,42.1222913019859
"09-27",136632,1748006.8576672,12.7935392709409,84.0117981146437,15.9882018853563,50.4310849581357,49.5689150418643
"09-28",106580,1293568.26800036,12.1370638769035,85.1557515481329,14.8442484518671,51.8746481516232,48.1253518483768
"09-29",47942,644957.910033445,13.4528786874442,77.7209962037462,22.2790037962538,60.1163906386884,39.8836093613116
"09-30",101183,1450443.06468311,14.3348493786814,75.8674876214384,24.1325123785616,53.4230058409021,46.5769941590979
"10-01",130514,2200250.01516719,16.858344814864,70.9104004168135,29.0895995831865,47.6853057909496,52.3146942090504
"10-02",134747,1832846.56855048,13.6021326526787,81.9877251441591,18.0122748558409,47.3732253779305,52.6267746220695
"10-03",145868,1951633.28401678,13.3794477473933,83.1169276332026,16.8830723667974,46.1732525296844,53.8267474703156
"10-04",149213,1994178.60581646,13.3646438702824,82.6369016104495,17.3630983895505,46.1146146783457,53.8853853216543
"10-05",147353,2008061.88820033,13.6275602682018,82.1992087029107,17.8007912970893,45.3509599397366,54.6490400602635
"10-06",120829,1531228.56008373,12.6726908282261,81.2710524791234,18.7289475208766,50.1576608264572,49.8423391735428
"10-07",68270,858644.99716745,12.5771934549209,78.1001904203896,21.8998095796104,54.2522337776476,45.7477662223524
"10-08",104407,1562566.32913378,14.9661069577115,72.3869089237312,27.6130910762688,53.05582958997,46.94417041003
"10-09",107366,1390364.52948326,12.9497655634303,80.6996628355345,19.3003371644655,53.5588547584897,46.4411452415103
"10-10",127611,1599613.83925012,12.53507800464,84.8892336867511,15.1107663132489,52.9703552201613,47.0296447798387
"10-11",141542,1843424.69981686,13.0238706519397,83.8323607127213,16.1676392872787,52.775148012604,47.224851987396
"10-12",141688,1875072.67168324,13.2338142375022,82.8623454350404,17.1376545649596,52.6628931172718,47.3371068827282
"10-13",135848,1834633.52558224,13.505046269229,78.84326600318,21.15673399682,56.3350214946116,43.6649785053884
"10-14",41808,475657.1991166,11.3771813795589,80.4989475698431,19.5010524301569,62.3301760428626,37.6698239571374
"10-15",105753,1542937.37799948,14.5900104772392,74.7922044764688,25.2077955235312,56.5364575945836,43.4635424054164
"10-16",120034,1514439.64748265,12.6167556482552,83.7695986137261,16.2304013862739,55.4984421080694,44.5015578919306
"10-17",132440,1667392.53316664,12.5897956294672,84.5039263062519,15.4960736937481,54.8693748112353,45.1306251887647
"10-18",136010,1708892.60326546,12.5644629311482,84.3511506506874,15.6488493493126,55.5973825454011,44.4026174545989
"10-19",139000,1747216.24266652,12.5699010263778,82.9410071942446,17.0589928057554,55.7791366906475,44.2208633093525
"10-20",61620,669226.079682631,10.8605335878389,84.7922752353132,15.2077247646868,63.6270691333983,36.3729308666018
"10-21",94267,1303018.78591574,13.8226397988239,76.2695322859537,23.7304677140463,58.7543891287513,41.2456108712487
"10-22",99594,1389074.28736719,13.9473691925936,75.6762455569613,24.3237544430387,56.1077976584935,43.8922023415065
"10-23",115263,1412213.46874918,12.252097106176,84.6464173238594,15.3535826761407,55.0055091399669,44.9944908600331
"10-24",132504,1649918.66954978,12.4518404693426,84.939322586488,15.060677413512,55.3221034836684,44.6778965163316
"10-25",141274,1796295.67824935,12.7149771242363,84.2101165111769,15.7898834888231,55.6818664439316,44.3181335560684
"10-26",148854,1966610.64121722,13.2116748036144,82.5204562860252,17.4795437139748,55.1123920082766,44.8876079917234
"10-27",146456,1969721.941218,13.4492403262275,79.5078385317092,20.4921614682908,56.9911782378325,43.0088217621675
"10-28",155914,2599841.46846726,16.6748429805356,68.9681491078415,31.0318508921585,53.8380132637223,46.1619867362777
"10-29",49512,594303.776449492,12.0032270247514,79.1121344320569,20.8878655679431,59.0786072063338,40.9213927936662
"10-30",98748,1197628.39240007,12.1281280876582,85.9551585854903,14.0448414145097,55.8816381091263,44.1183618908737
"10-31",117200,1408403.43396867,12.0170941464903,85.9744027303754,14.0255972696246,55.9069965870307,44.0930034129693
"11-01",100111,1176885.8872501,11.7558099234859,87.5248474193645,12.4751525806355,56.8758677867567,43.1241322132433
"11-02",108171,1278266.90865047,11.8170943104017,86.8291871203927,13.1708128796073,56.6131403056272,43.3868596943728
"11-03",113992,1416200.76178214,12.4236855374249,82.6803635342831,17.3196364657169,58.6892062600884,41.3107937399116
"11-04",111000,1585702.94228368,14.285612092646,74.8630630630631,25.1369369369369,57.9918918918919,42.0081081081081
"11-05",111006,1661200.00983385,14.9649569377677,72.919481829811,27.080518170189,55.577176008504,44.422823991496
"11-06",105623,1311488.2773166,12.4166921723167,85.2285960444221,14.7714039555779,54.9671946451057,45.0328053548943
"11-07",116876,1494911.24968282,12.7905750511895,85.2801259454465,14.7198740545535,54.391834080564,45.608165919436
"11-08",109783,1312171.99326651,11.9524151577796,86.9524425457493,13.0475574542507,55.4211489939244,44.5788510060756
"11-09",117168,1471151.25398598,12.5559133379932,85.5293254130821,14.4706745869179,56.3515635668442,43.6484364331558
"11-10",107546,1313885.94254902,12.2169670889574,82.7552861101296,17.2447138898704,59.4331727818794,40.5668272181206
"11-11",102379,1474295.68771674,14.4003720266533,74.92454507272,25.07545492728,58.8099121890231,41.1900878109769
"11-12",78417,997215.821883535,12.7168320884952,79.1308007192318,20.8691992807682,58.7525664077942,41.2474335922058
"11-13",94443,1068459.32668383,11.3132717796325,87.9376978706733,12.0623021293267,58.7719576887647,41.2280423112353
"11-14",105218,1221775.250985,11.6118463664487,88.0571765287308,11.9428234712692,59.0212701248836,40.9787298751164
"11-15",110703,1272652.94456636,11.4961016825772,87.7293298284599,12.2706701715401,60.0859958628041,39.9140041371959
"11-16",122547,1493929.10488327,12.1906623979639,85.7597493206688,14.2402506793312,60.1083665858813,39.8916334141187
"11-17",127494,1629672.99218338,12.7823504806767,81.8148305018275,18.1851694981725,62.7362856291276,37.2637143708723
"11-18",96936,1277934.72128348,13.1832830040796,77.2251794998762,22.7748205001238,62.1172732524552,37.8827267475448
"11-19",87154,1174961.66393443,13.4814427786956,77.8484062693623,22.1515937306377,60.6271657066801,39.3728342933199
"11-20",88392,990263.272283543,11.2030870699107,87.3721603765047,12.6278396234953,60.0518146438592,39.9481853561408
"11-21",60281,643027.303767007,10.6671638454406,89.0214163666827,10.9785836333173,63.1791111627213,36.8208888372787
"11-22",81725,1007486.19221708,12.3277600760731,84.2226980728051,15.7773019271949,62.6454573263995,37.3545426736005
"11-23",44023,655335.660383265,14.8862108530375,73.311677986507,26.688322013493,63.5713149944347,36.4286850055653
"11-24",53012,665687.856999875,12.5573050818659,79.7460952237229,20.2539047762771,62.8197389270354,37.1802610729646
"11-25",52500,645688.589516777,12.2988302765101,79.7561904761905,20.2438095238095,62.9409523809524,37.0590476190476
"11-26",45049,517092.525299142,11.4784462540597,82.3569890563608,17.6430109436391,61.5973717507603,38.4026282492397
"11-27",86024,973692.138816825,11.3188428673025,88.9402957314238,11.0597042685762,59.6310332000372,40.3689667999628
"11-28",80061,831721.143100398,10.3885929866028,90.6808558474163,9.31914415258366,61.0084810332122,38.9915189667878
"11-29",79888,841535.139366918,10.5339367535415,90.4966953735229,9.50330462647707,61.7264169837773,38.2735830162227
"11-30",96660,1088818.10975034,11.2644124741395,88.3354024415477,11.6645975584523,61.3056072832609,38.6943927167391
"12-01",65491,702190.509933061,10.7219390440377,87.5479073460476,12.4520926539525,63.9400833702341,36.0599166297659
"12-02",100845,1365083.43851681,13.5364513710824,77.8412415092469,22.1587584907531,60.8022212306014,39.1977787693986
"12-03",34651,366875.576867021,10.5877341741081,84.4737525612536,15.5262474387464,65.5074889613575,34.4925110386425
"12-04",94755,1060646.69393299,11.1935696684395,88.3193499023798,11.6806500976202,59.280249063374,40.719750936626
"12-05",94628,1026638.98903425,10.8492094204067,89.4354736441645,10.5645263558355,60.0298009045948,39.9701990954052
"12-06",89679,946501.888766794,10.5543314350829,89.6252188360709,10.3747811639291,60.6451900667938,39.3548099332062
"12-07",85232,902308.026382847,10.5864936453778,89.2857142857143,10.7142857142857,60.7494837619673,39.2505162380327
"12-08",97555,1103468.04738345,11.3112402991485,85.4646097073446,14.5353902926554,61.7825841832812,38.2174158167188
"12-09",100895,1373024.94725137,13.6084538109062,77.5043361910897,22.4956638089103,60.1635363496705,39.8364636503295
"12-10",43205,481566.754999796,11.1460885314154,82.2265941441963,17.7734058558037,60.6341858581183,39.3658141418817
"12-11",68036,695726.245999738,10.2258546357773,89.4497030983597,10.5502969016403,60.3386442471633,39.6613557528367
"12-12",90080,1008166.24293328,11.1918987892239,89.5259769094139,10.4740230905861,59.658081705151,40.341918294849
"12-13",93549,1035011.61199992,11.0638447444647,89.0966231600552,10.9033768399448,58.9669584923409,41.0330415076591
"12-14",89834,953461.750633967,10.6135956390005,88.9551840060556,11.0448159939444,59.3383351515017,40.6616648484983
"12-15",102062,1184538.74395054,11.6060702705272,84.8768395681057,15.1231604318943,60.0321373282906,39.9678626717094
"12-16",94145,1230703.08878246,13.0724211459181,79.0068511338892,20.9931488661108,57.4560518349355,42.5439481650645
"12-17",54847,633794.566500089,11.5556833828666,82.0682990865499,17.9317009134501,59.2849198679964,40.7150801320036
"12-18",57211,597913.990032629,10.4510319699469,88.5196902693538,11.4803097306462,62.645295485134,37.354704514866
"12-19",80704,868125.118066328,10.7569032274278,88.932394924663,11.067605075337,61.9188639968279,38.0811360031721
"12-20",80095,853832.480399432,10.6602469617258,88.4986578438105,11.5013421561895,62.9465010300268,37.0534989699732
"12-21",74486,799554.447649356,10.7342916474149,87.9655237225787,12.0344762774213,64.3234970329995,35.6765029670005
"12-22",63191,675657.853650774,10.6923114628788,86.3888844930449,13.6111155069551,65.7925970470478,34.2074029529522
"12-23",49115,571280.79598358,11.631493352002,82.8076962231497,17.1923037768502,65.5420950829685,34.4579049170315
"12-24",39058,484363.214317132,12.4011268963372,80.6646525679758,19.3353474320242,64.6423267960469,35.3576732039531
"12-25",29567,471944.410899586,15.9618632563191,71.5121588257179,28.4878411742821,64.5652247438022,35.4347752561978
"12-26",50418,639707.401883648,12.6880757246151,81.5700741798564,18.4299258201436,63.8978142726804,36.1021857273196
"12-27",42025,475598.177582667,11.3170298056552,85.180249851279,14.819750148721,66.034503271862,33.965496728138
"12-28",46324,562798.933565856,12.1491868915866,84.0860029358432,15.9139970641568,65.786633278646,34.2133667213539
"12-29",68449,926314.482782876,13.5329147654879,78.3006325877661,21.6993674122339,64.7460152814504,35.2539847185496
"12-30",55573,703762.175483279,12.6637427434776,78.2142407284113,21.7857592715887,65.4652439134112,34.5347560865888
"12-31",53222,680896.523149677,12.7935162742791,77.3289241291195,22.6710758708805,66.1850362631994,33.8149637368006
