date,TMAX,TMIN,PRCP,SNOW,AWND,TEMP_AVG,RAIN_FLAG,HOT_DAY,COLD_DAY,WEEKDAY,IS_WEEKEND,trips,total_time,avg_time,member_percent,casual_percent,ebike_percent,regular_percent
2023-09-01,24.4,16.1,0.0,0,20,20.25,0,0,0,4,0,126814,1829612.90473307,14.4275309093087,75.4758938287571,24.5241061712429,50.2263157064677,49.7736842935323
2023-09-02,26.1,16.7,0.0,0,10,21.4,0,0,0,5,1,117986,2023144.29318338,17.1473250485934,68.16995236723,31.83004763277,48.526943874697,51.473056125303
2023-09-03,31.1,20.0,0.0,0,18,25.55,0,1,0,6,1,110654,1903602.26506655,17.2031943270603,67.1281652719287,32.8718347280713,49.8915538525494,50.1084461474506
2023-09-04,31.7,22.8,0.0,0,8,27.25,0,1,0,0,0,110362,1756274.33208264,15.913759555668,70.6982475852195,29.3017524147805,51.0329642449394,48.9670357550606
2023-09-05,33.3,23.9,0.0,0,13,28.6,0,1,0,1,0,132287,1693588.10735025,12.802377462262,82.7889361766462,17.2110638233538,49.6677678078723,50.3322321921277
2023-09-06,33.9,25.0,0.0,0,11,29.45,0,1,0,2,0,140254,1806500.61506567,12.8802074455321,83.2560925178605,16.7439074821395,48.4799007514937,51.5200992485063
2023-09-07,33.9,24.4,0.0,0,9,29.15,0,1,0,3,0,143654,1837655.51669862,12.7922335382142,82.3450791485096,17.6549208514904,48.6042852966155,51.3957147033845
2023-09-08,32.2,21.7,2.5,0,8,26.950000000000003,1,1,0,4,0,119403,1528281.24260089,12.7993538068634,80.6562649179669,19.3437350820331,52.8278183965227,47.1721816034773
2023-09-09,28.9,21.1,0.5,0,5,25.0,1,0,0,5,1,124567,1827592.61173301,14.6715631887497,73.0418168535808,26.9581831464192,52.3140157505599,47.6859842494401
2023-09-10,25.0,20.6,45.7,0,11,22.8,1,0,0,6,1,85432,1202898.88811746,14.0801911241392,75.5360988856634,24.4639011143365,52.5470549676936,47.4529450323064
2023-09-11,27.8,20.6,42.2,0,13,24.200000000000003,1,0,0,0,0,110430,1410752.50940065,12.7750838485978,82.9910350448248,17.0089649551752,51.7033414832926,48.2966585167074
2023-09-12,27.8,20.0,0.0,0,4,23.9,0,0,0,1,0,155005,2100607.26963246,13.5518678083445,82.4831457049773,17.5168542950227,49.715815618851,50.284184381149
2023-09-13,26.1,21.1,5.6,0,12,23.6,1,0,0,2,0,143044,1854527.17165091,12.9647323316665,83.6001510024887,16.3998489975113,50.0370515365901,49.9629484634099
2023-09-14,25.0,17.2,0.0,0,24,21.1,0,0,0,3,0,155215,2045298.8003498,13.1771980823361,82.4185806784138,17.5814193215862,43.7161356827626,56.2838643172374
2023-09-15,20.6,14.4,0.0,0,28,17.5,0,0,0,4,0,144243,1913342.65626448,13.2647175687171,79.7972865234362,20.2027134765639,51.9602337721761,48.0397662278239
2023-09-16,23.9,15.6,0.0,0,28,19.75,0,0,0,5,1,142288,2307720.69906718,16.2186600350499,70.7621162712246,29.2378837287754,50.3612391768807,49.6387608231193
2023-09-17,25.0,15.0,5.3,0,10,20.0,1,0,0,6,1,124157,1996010.09241643,16.0765006597812,71.1035221534025,28.8964778465975,50.0632263988337,49.9367736011663
2023-09-18,20.0,15.6,34.0,0,15,17.8,1,0,0,0,0,59235,670571.649600181,11.3205309293524,85.3414366506289,14.6585633493711,60.0,40.0
2023-09-19,22.2,14.4,0.0,0,20,18.3,0,0,0,1,0,151180,2026530.86436827,13.4047550229413,82.3501785950523,17.6498214049477,52.8614896150284,47.1385103849716
2023-09-20,23.3,14.4,0.0,0,12,18.85,0,0,0,2,0,155148,2066375.85974927,13.3187399112415,82.0184597932297,17.9815402067703,51.3941526800217,48.6058473199783
2023-09-21,21.7,13.9,0.0,0,15,17.8,0,0,0,3,0,152016,2036832.63763257,13.3988043208121,81.1954004841596,18.8045995158404,50.4815282601831,49.5184717398169
2023-09-22,21.7,15.0,0.0,0,31,18.35,0,0,0,4,0,147693,1978357.40241633,13.395065456158,79.0877021930626,20.9122978069374,52.3464212928169,47.6535787071831
2023-09-23,17.2,13.9,24.4,0,52,15.55,1,0,0,5,1,35461,418659.937982322,11.8062078898599,80.8465638306872,19.1534361693128,61.0501677899664,38.9498322100336
2023-09-24,18.9,16.7,31.8,0,53,17.799999999999997,1,0,0,6,1,34443,396410.822083259,11.5091839294852,82.3534535319223,17.6465464680777,61.1067560897715,38.8932439102285
2023-09-25,18.9,13.9,15.0,0,43,16.4,1,0,0,0,0,42673,434065.244817085,10.1718942848426,88.0908302673822,11.9091697326178,61.549457502402,38.450542497598
2023-09-26,15.6,12.2,5.1,0,30,13.9,1,0,0,1,0,82835,942318.860216362,11.3758539290924,86.8545904508964,13.1454095491036,57.8777086980141,42.1222913019859
2023-09-27,17.8,10.0,0.0,0,31,13.9,0,0,0,2,0,136632,1748006.8576672,12.7935392709409,84.0117981146437,15.9882018853563,50.4310849581357,49.5689150418643
2023-09-28,18.3,13.3,9.7,0,29,15.8,1,0,0,3,0,106580,1293568.26800036,12.1370638769035,85.1557515481329,14.8442484518671,51.8746481516232,48.1253518483768
2023-09-29,17.2,15.0,139.2,0,36,16.1,1,0,0,4,0,47942,644957.910033445,13.4528786874442,77.7209962037462,22.2790037962538,60.1163906386884,39.8836093613116
2023-09-30,18.9,13.9,1.0,0,23,16.4,1,0,0,5,1,101183,1450443.06468311,14.3348493786814,75.8674876214384,24.1325123785616,53.4230058409021,46.5769941590979
2023-10-01,24.4,15.0,0.0,0,19,19.7,0,0,0,6,1,130514,2200250.01516719,16.858344814864,70.9104004168135,29.0895995831865,47.6853057909496,52.3146942090504
2023-10-02,25.0,17.2,0.0,0,10,21.1,0,0,0,0,0,134747,1832846.56855048,13.6021326526787,81.9877251441591,18.0122748558409,47.3732253779305,52.6267746220695
2023-10-03,26.7,16.1,0.0,0,4,21.4,0,0,0,1,0,145868,1951633.28401678,13.3794477473933,83.1169276332026,16.8830723667974,46.1732525296844,53.8267474703156
2023-10-04,28.3,18.9,0.0,0,7,23.6,0,0,0,2,0,149213,1994178.60581646,13.3646438702824,82.6369016104495,17.3630983895505,46.1146146783457,53.8853853216543
2023-10-05,25.0,16.7,0.0,0,10,20.85,0,0,0,3,0,147353,2008061.88820033,13.6275602682018,82.1992087029107,17.8007912970893,45.3509599397366,54.6490400602635
2023-10-06,21.7,19.4,3.6,0,10,20.55,1,0,0,4,0,120829,1531228.56008373,12.6726908282261,81.2710524791234,18.7289475208766,50.1576608264572,49.8423391735428
2023-10-07,20.6,11.7,8.9,0,26,16.15,1,0,0,5,1,68270,858644.99716745,12.5771934549209,78.1001904203896,21.8998095796104,54.2522337776476,45.7477662223524
2023-10-08,15.0,10.0,0.0,0,30,12.5,0,0,0,6,1,104407,1562566.32913378,14.9661069577115,72.3869089237312,27.6130910762688,53.05582958997,46.94417041003
2023-10-09,15.6,9.4,0.0,0,18,12.5,0,0,0,0,0,107366,1390364.52948326,12.9497655634303,80.6996628355345,19.3003371644655,53.5588547584897,46.4411452415103
2023-10-10,17.2,11.1,0.5,0,15,14.15,1,0,0,1,0,127611,1599613.83925012,12.53507800464,84.8892336867511,15.1107663132489,52.9703552201613,47.0296447798387
2023-10-11,20.6,12.8,0.0,0,9,16.700000000000003,0,0,0,2,0,141542,1843424.69981686,13.0238706519397,83.8323607127213,16.1676392872787,52.775148012604,47.224851987396
2023-10-12,20.6,11.7,0.0,0,8,16.15,0,0,0,3,0,141688,1875072.67168324,13.2338142375022,82.8623454350404,17.1376545649596,52.6628931172718,47.3371068827282
2023-10-13,17.2,10.6,0.0,0,17,13.9,0,0,0,4,0,135848,1834633.52558224,13.505046269229,78.84326600318,21.15673399682,56.3350214946116,43.6649785053884
2023-10-14,13.3,9.4,20.6,0,20,11.35,1,0,0,5,1,41808,475657.1991166,11.3771813795589,80.4989475698431,19.5010524301569,62.3301760428626,37.6698239571374
2023-10-15,15.6,10.0,0.3,0,26,12.8,1,0,0,6,1,105753,1542937.37799948,14.5900104772392,74.7922044764688,25.2077955235312,56.5364575945836,43.4635424054164
2023-10-16,17.2,8.9,0.0,0,18,13.05,0,0,0,0,0,120034,1514439.64748265,12.6167556482552,83.7695986137261,16.2304013862739,55.4984421080694,44.5015578919306
2023-10-17,16.1,10.6,0.0,0,13,13.35,0,0,0,1,0,132440,1667392.53316664,12.5897956294672,84.5039263062519,15.4960736937481,54.8693748112353,45.1306251887647
2023-10-18,17.2,11.1,0.0,0,9,14.15,0,0,0,2,0,136010,1708892.60326546,12.5644629311482,84.3511506506874,15.6488493493126,55.5973825454011,44.4026174545989
2023-10-19,17.8,11.1,0.0,0,9,14.45,0,0,0,3,0,139000,1747216.24266652,12.5699010263778,82.9410071942446,17.0589928057554,55.7791366906475,44.2208633093525
2023-10-20,17.2,15.0,21.3,0,12,16.1,1,0,0,4,0,61620,669226.079682631,10.8605335878389,84.7922752353132,15.2077247646868,63.6270691333983,36.3729308666018
2023-10-21,17.2,13.3,17.0,0,25,15.25,1,0,0,5,1,94267,1303018.78591574,13.8226397988239,76.2695322859537,23.7304677140463,58.7543891287513,41.2456108712487
2023-10-22,13.9,8.9,0.0,0,37,11.4,0,0,0,6,1,99594,1389074.28736719,13.9473691925936,75.6762455569613,24.3237544430387,56.1077976584935,43.8922023415065
2023-10-23,15.6,8.3,0.0,0,24,11.95,0,0,0,0,0,115263,1412213.46874918,12.252097106176,84.6464173238594,15.3535826761407,55.0055091399669,44.9944908600331
2023-10-24,18.3,8.3,0.0,0,13,13.3,0,0,0,1,0,132504,1649918.66954978,12.4518404693426,84.939322586488,15.060677413512,55.3221034836684,44.6778965163316
2023-10-25,22.2,11.7,0.0,0,23,16.95,0,0,0,2,0,141274,1796295.67824935,12.7149771242363,84.2101165111769,15.7898834888231,55.6818664439316,44.3181335560684
2023-10-26,25.0,14.4,0.0,0,11,19.7,0,0,0,3,0,148854,1966610.64121722,13.2116748036144,82.5204562860252,17.4795437139748,55.1123920082766,44.8876079917234
2023-10-27,23.3,17.2,0.0,0,17,20.25,0,0,0,4,0,146456,1969721.941218,13.4492403262275,79.5078385317092,20.4921614682908,56.9911782378325,43.0088217621675
2023-10-28,26.7,17.2,0.0,0,22,21.95,0,0,0,5,1,155914,2599841.46846726,16.6748429805356,68.9681491078415,31.0318508921585,53.8380132637223,46.1619867362777
2023-10-29,17.2,10.6,11.9,0,31,13.9,1,0,0,6,1,49512,594303.776449492,12.0032270247514,79.1121344320569,20.8878655679431,59.0786072063338,40.9213927936662
2023-10-30,15.6,10.0,15.0,0,20,12.8,1,0,0,0,0,98748,1197628.39240007,12.1281280876582,85.9551585854903,14.0448414145097,55.8816381091263,44.1183618908737
2023-10-31,10.6,7.2,0.0,0,17,8.9,0,0,0,1,0,117200,1408403.43396867,12.0170941464903,85.9744027303754,14.0255972696246,55.9069965870307,44.0930034129693
2023-11-01,9.4,3.9,0.3,0,30,6.65,1,0,0,2,0,100111,1176885.8872501,11.7558099234859,87.5248474193645,12.4751525806355,56.8758677867567,43.1241322132433
2023-11-02,8.9,1.7,0.0,0,20,5.3,0,0,0,3,0,108171,1278266.90865047,11.8170943104017,86.8291871203927,13.1708128796073,56.6131403056272,43.3868596943728
2023-11-03,12.8,5.6,0.0,0,22,9.2,0,0,0,4,0,113992,1416200.76178214,12.4236855374249,82.6803635342831,17.3196364657169,58.6892062600884,41.3107937399116
2023-11-04,16.1,8.3,0.0,0,13,12.2,0,0,0,5,1,111000,1585702.94228368,14.285612092646,74.8630630630631,25.1369369369369,57.9918918918919,42.0081081081081
2023-11-05,18.3,9.4,0.0,0,10,13.85,0,0,0,6,1,111006,1661200.00983385,14.9649569377677,72.919481829811,27.080518170189,55.577176008504,44.422823991496
2023-11-06,13.3,6.7,0.0,0,17,10.0,0,0,0,0,0,105623,1311488.2773166,12.4166921723167,85.2285960444221,14.7714039555779,54.9671946451057,45.0328053548943
2023-11-07,17.8,11.7,1.5,0,23,14.75,1,0,0,1,0,116876,1494911.24968282,12.7905750511895,85.2801259454465,14.7198740545535,54.391834080564,45.608165919436
2023-11-08,12.2,6.1,0.0,0,24,9.15,0,0,0,2,0,109783,1312171.99326651,11.9524151577796,86.9524425457493,13.0475574542507,55.4211489939244,44.5788510060756
2023-11-09,13.9,5.6,0.0,0,14,9.75,0,0,0,3,0,117168,1471151.25398598,12.5559133379932,85.5293254130821,14.4706745869179,56.3515635668442,43.6484364331558
2023-11-10,11.7,7.2,0.0,0,20,9.45,0,0,0,4,0,107546,1313885.94254902,12.2169670889574,82.7552861101296,17.2447138898704,59.4331727818794,40.5668272181206
2023-11-11,12.8,5.6,0.0,0,18,9.2,0,0,0,5,1,102379,1474295.68771674,14.4003720266533,74.92454507272,25.07545492728,58.8099121890231,41.1900878109769
2023-11-12,6.7,2.2,0.0,0,23,4.45,0,0,0,6,1,78417,997215.821883535,12.7168320884952,79.1308007192318,20.8691992807682,58.7525664077942,41.2474335922058
2023-11-13,9.4,1.7,0.0,0,16,5.55,0,0,0,0,0,94443,1068459.32668383,11.3132717796325,87.9376978706733,12.0623021293267,58.7719576887647,41.2280423112353
2023-11-14,11.7,5.6,0.0,0,22,8.649999999999999,0,0,0,1,0,105218,1221775.250985,11.6118463664487,88.0571765287308,11.9428234712692,59.0212701248836,40.9787298751164
2023-11-15,11.7,3.9,0.0,0,13,7.8,0,0,0,2,0,110703,1272652.94456636,11.4961016825772,87.7293298284599,12.2706701715401,60.0859958628041,39.9140041371959
2023-11-16,18.3,7.8,0.0,0,15,13.05,0,0,0,3,0,122547,1493929.10488327,12.1906623979639,85.7597493206688,14.2402506793312,60.1083665858813,39.8916334141187
2023-11-17,19.4,11.1,0.0,0,20,15.25,0,0,0,4,0,127494,1629672.99218338,12.7823504806767,81.8148305018275,18.1851694981725,62.7362856291276,37.2637143708723
2023-11-18,17.2,5.0,0.0,0,27,11.1,0,0,0,5,1,96936,1277934.72128348,13.1832830040796,77.2251794998762,22.7748205001238,62.1172732524552,37.8827267475448
2023-11-19,12.8,4.4,0.0,0,21,8.600000000000001,0,0,0,6,1,87154,1174961.66393443,13.4814427786956,77.8484062693623,22.1515937306377,60.6271657066801,39.3728342933199
2023-11-20,7.8,2.8,0.0,0,22,5.3,0,0,0,0,0,88392,990263.272283543,11.2030870699107,87.3721603765047,12.6278396234953,60.0518146438592,39.9481853561408
2023-11-21,8.9,0.6,15.0,0,33,4.75,1,0,0,1,0,60281,643027.303767007,10.6671638454406,89.0214163666827,10.9785836333173,63.1791111627213,36.8208888372787
2023-11-22,12.2,8.9,49.0,0,21,10.55,1,0,0,2,0,81725,1007486.19221708,12.3277600760731,84.2226980728051,15.7773019271949,62.6454573263995,37.3545426736005
2023-11-23,11.1,6.7,0.0,0,31,8.9,0,0,0,3,0,44023,655335.660383265,14.8862108530375,73.311677986507,26.688322013493,63.5713149944347,36.4286850055653
2023-11-24,10.6,0.6,0.0,0,28,5.6,0,0,0,4,0,53012,665687.856999875,12.5573050818659,79.7460952237229,20.2539047762771,62.8197389270354,37.1802610729646
2023-11-25,4.4,-1.0,0.0,0,10,1.7000000000000002,0,0,1,5,1,52500,645688.589516777,12.2988302765101,79.7561904761905,20.2438095238095,62.9409523809524,37.0590476190476
2023-11-26,13.3,1.7,7.1,0,20,7.5,1,0,0,6,1,45049,517092.525299142,11.4784462540597,82.3569890563608,17.6430109436391,61.5973717507603,38.4026282492397
2023-11-27,13.3,2.2,2.0,0,30,7.75,1,0,0,0,0,86024,973692.138816825,11.3188428673025,88.9402957314238,11.0597042685762,59.6310332000372,40.3689667999628
2023-11-28,5.0,0.0,0.0,0,43,2.5,0,0,0,1,0,80061,831721.143100398,10.3885929866028,90.6808558474163,9.31914415258366,61.0084810332122,38.9915189667878
2023-11-29,3.3,-2.7,0.0,0,21,0.2999999999999998,0,0,1,2,0,79888,841535.139366918,10.5339367535415,90.4966953735229,9.50330462647707,61.7264169837773,38.2735830162227
2023-11-30,10.6,1.1,0.0,0,26,5.85,0,0,0,3,0,96660,1088818.10975034,11.2644124741395,88.3354024415477,11.6645975584523,61.3056072832609,38.6943927167391
2023-12-01,10.6,6.1,10.4,0,16,8.35,1,0,0,4,0,65491,702190.509933061,10.7219390440377,87.5479073460476,12.4520926539525,63.9400833702341,36.0599166297659
2023-12-02,15.6,8.3,0.0,0,10,11.95,0,0,0,5,1,100845,1365083.43851681,13.5364513710824,77.8412415092469,22.1587584907531,60.8022212306014,39.1977787693986
2023-12-03,11.7,8.9,14.0,0,32,10.3,1,0,0,6,1,34651,366875.576867021,10.5877341741081,84.4737525612536,15.5262474387464,65.5074889613575,34.4925110386425
2023-12-04,12.2,5.6,0.0,0,27,8.899999999999999,0,0,0,0,0,94755,1060646.69393299,11.1935696684395,88.3193499023798,11.6806500976202,59.280249063374,40.719750936626
2023-12-05,6.1,3.3,0.0,0,18,4.699999999999999,0,0,0,1,0,94628,1026638.98903425,10.8492094204067,89.4354736441645,10.5645263558355,60.0298009045948,39.9701990954052
2023-12-06,6.1,0.6,0.0,0,27,3.35,0,0,0,2,0,89679,946501.888766794,10.5543314350829,89.6252188360709,10.3747811639291,60.6451900667938,39.3548099332062
2023-12-07,3.9,0.0,0.0,0,27,1.95,0,0,0,3,0,85232,902308.026382847,10.5864936453778,89.2857142857143,10.7142857142857,60.7494837619673,39.2505162380327
2023-12-08,10.6,3.3,0.0,0,13,6.949999999999999,0,0,0,4,0,97555,1103468.04738345,11.3112402991485,85.4646097073446,14.5353902926554,61.7825841832812,38.2174158167188
2023-12-09,15.0,6.7,0.0,0,9,10.85,0,0,0,5,1,100895,1373024.94725137,13.6084538109062,77.5043361910897,22.4956638089103,60.1635363496705,39.8364636503295
2023-12-10,16.1,10.0,28.4,0,18,13.05,1,0,0,6,1,43205,481566.754999796,11.1460885314154,82.2265941441963,17.7734058558037,60.6341858581183,39.3658141418817
2023-12-11,10.0,3.3,14.0,0,36,6.65,1,0,0,0,0,68036,695726.245999738,10.2258546357773,89.4497030983597,10.5502969016403,60.3386442471633,39.6613557528367
2023-12-12,6.7,2.2,0.0,0,25,4.45,0,0,0,1,0,90080,1008166.24293328,11.1918987892239,89.5259769094139,10.4740230905861,59.658081705151,40.341918294849
2023-12-13,8.3,2.2,0.0,0,30,5.25,0,0,0,2,0,93549,1035011.61199992,11.0638447444647,89.0966231600552,10.9033768399448,58.9669584923409,41.0330415076591
2023-12-14,5.0,0.6,0.0,0,28,2.8,0,0,0,3,0,89834,953461.750633967,10.6135956390005,88.9551840060556,11.0448159939444,59.3383351515017,40.6616648484983
2023-12-15,14.4,2.8,0.0,0,24,8.6,0,0,0,4,0,102062,1184538.74395054,11.6060702705272,84.8768395681057,15.1231604318943,60.0321373282906,39.9678626717094
2023-12-16,12.2,7.8,0.0,0,26,10.0,0,0,0,5,1,94145,1230703.08878246,13.0724211459181,79.0068511338892,20.9931488661108,57.4560518349355,42.5439481650645
2023-12-17,15.0,8.3,6.6,0,30,11.65,1,0,0,6,1,54847,633794.566500089,11.5556833828666,82.0682990865499,17.9317009134501,59.2849198679964,40.7150801320036
2023-12-18,16.7,5.6,56.1,0,40,11.15,1,0,0,0,0,57211,597913.990032629,10.4510319699469,88.5196902693538,11.4803097306462,62.645295485134,37.354704514866
2023-12-19,6.7,0.0,0.0,0,34,3.35,0,0,0,1,0,80704,868125.118066328,10.7569032274278,88.932394924663,11.067605075337,61.9188639968279,38.0811360031721
2023-12-20,7.8,-1.0,0.0,0,27,3.4,0,0,1,2,0,80095,853832.480399432,10.6602469617258,88.4986578438105,11.5013421561895,62.9465010300268,37.0534989699732
2023-12-21,5.6,-1.0,0.0,0,29,2.3,0,0,1,3,0,74486,799554.447649356,10.7342916474149,87.9655237225787,12.0344762774213,64.3234970329995,35.6765029670005
2023-12-22,2.8,-3.8,0.0,0,16,-0.5,0,0,1,4,0,63191,675657.853650774,10.6923114628788,86.3888844930449,13.6111155069551,65.7925970470478,34.2074029529522
2023-12-23,6.7,1.1,0.0,0,16,3.9,0,0,0,5,1,49115,571280.79598358,11.631493352002,82.8076962231497,17.1923037768502,65.5420950829685,34.4579049170315
2023-12-24,9.4,4.4,0.5,0,7,6.9,1,0,0,6,1,39058,484363.214317132,12.4011268963372,80.6646525679758,19.3353474320242,64.6423267960469,35.3576732039531
2023-12-25,9.4,6.1,0.0,0,14,7.75,0,0,0,0,0,29567,471944.410899586,15.9618632563191,71.5121588257179,28.4878411742821,64.5652247438022,35.4347752561978
2023-12-26,10.6,6.7,0.0,0,7,8.65,0,0,0,1,0,50418,639707.401883648,12.6880757246151,81.5700741798564,18.4299258201436,63.8978142726804,36.1021857273196
2023-12-27,10.0,7.2,8.1,0,23,8.6,1,0,0,2,0,42025,475598.177582667,11.3170298056552,85.180249851279,14.819750148721,66.034503271862,33.965496728138
2023-12-28,12.8,9.4,31.0,0,31,11.1,1,0,0,3,0,46324,562798.933565856,12.1491868915866,84.0860029358432,15.9139970641568,65.786633278646,34.2133667213539
2023-12-29,12.8,7.8,1.3,0,15,10.3,1,0,0,4,0,68449,926314.482782876,13.5329147654879,78.3006325877661,21.6993674122339,64.7460152814504,35.2539847185496
2023-12-30,7.8,3.9,0.0,0,29,5.85,0,0,0,5,1,55573,703762.175483279,12.6637427434776,78.2142407284113,21.7857592715887,65.4652439134112,34.5347560865888
2023-12-31,6.1,3.9,0.0,0,24,5.0,0,0,0,6,1,53222,680896.523149677,12.7935162742791,77.3289241291195,22.6710758708805,66.1850362631994,33.8149637368006
